date,amount,category
6/22/2018,890.6,paypal
11/18/2018,51.23,supermarkets
9/2/2018,244.33,hotel
3/7/2018,631.5,groceries
5/30/2018,11.26,airfare
10/1/2018,67.12,groceries
12/4/2018,97.59,amazon
10/14/2018,292.28,restaurants
9/16/2018,6.57,gas
5/21/2018,5.86,miscellaneous
6/24/2018,408.21,miscellaneous
8/24/2018,49.03,airfare
1/20/2018,1.67,online
4/28/2018,2.51,online
1/22/2018,403.38,restaurants
6/29/2018,9.82,supermarkets
7/23/2018,7.45,departmental_store
7/9/2018,49.35,gas
3/14/2018,1.73,paypal
7/30/2018,58.17,airfare
12/15/2018,2.61,departmental_store
7/6/2018,28.54,restaurants
3/2/2018,4.04,restaurants
1/3/2018,164.53,wholesale_clubs
12/21/2018,395.16,departmental_store
6/3/2018,8.59,online
12/23/2018,134.15,wholesale_clubs
2/23/2018,126.67,airfare
9/22/2018,3.24,gas
10/27/2018,0.82,online
7/13/2018,531.65,airfare
8/11/2018,1.98,hotel
6/7/2018,804.91,travel_other
5/10/2018,9.06,departmental_store
9/25/2018,0.62,restaurants
10/25/2018,5.84,groceries
4/28/2018,81.52,online
2/16/2018,367.12,airfare
5/17/2018,21.33,supermarkets
9/12/2018,4.01,groceries
6/24/2018,562.82,restaurants
12/5/2018,90.78,travel_other
5/21/2018,8.45,airfare
10/7/2018,37.9,groceries
7/22/2018,1.21,airfare
8/23/2018,51.87,airfare
4/2/2018,8.46,supermarkets
10/4/2018,3.19,airfare
10/10/2018,7.59,wholesale_clubs
12/4/2018,4.96,gas
7/8/2018,73.21,wholesale_clubs
7/22/2018,15.36,online
8/29/2018,183.05,departmental_store
10/7/2018,526.66,miscellaneous
3/10/2018,576.75,groceries
4/5/2018,8.6,gas
3/23/2018,12.03,airfare
7/16/2018,16.87,paypal
12/15/2018,70.35,departmental_store
5/17/2018,744.43,departmental_store
8/29/2018,98.28,gas
9/5/2018,10.9,departmental_store
7/8/2018,238.11,supermarkets
5/11/2018,590.56,miscellaneous
5/2/2018,4.55,online
1/11/2018,0.25,paypal
3/8/2018,3.09,supermarkets
12/26/2018,976.82,hotel
10/21/2018,7.52,travel_other
9/1/2018,92.91,supermarkets
9/29/2018,7.03,online
10/20/2018,800.2,wholesale_clubs
11/4/2018,3.4,departmental_store
3/26/2018,39.51,wholesale_clubs
3/21/2018,2.08,restaurants
10/10/2018,7.3,departmental_store
3/19/2018,48.4,supermarkets
7/16/2018,8.74,gas
5/21/2018,55.91,supermarkets
6/24/2018,7.98,online
7/24/2018,5.7,miscellaneous
2/25/2018,4.26,travel_other
2/14/2018,10.28,groceries
1/8/2018,96.65,groceries
4/29/2018,57.51,amazon
7/3/2018,14.65,airfare
7/13/2018,46.02,gas
8/19/2018,51.81,departmental_store
7/10/2018,4.25,travel_other
4/6/2018,76.6,hotel
11/10/2018,3.33,airfare
7/4/2018,7.75,miscellaneous
4/19/2018,21.91,paypal
8/25/2018,1.2,paypal
4/3/2018,57.95,paypal
8/11/2018,548.96,airfare
10/25/2018,19.32,groceries
8/10/2018,6.74,gas
5/14/2018,1.96,online
6/28/2018,658.38,restaurants
5/28/2018,48.95,miscellaneous
6/5/2018,2.79,paypal
11/1/2018,45.76,groceries
8/5/2018,36.07,hotel
8/10/2018,7.26,departmental_store
8/19/2018,80.74,airfare
4/19/2018,75.05,restaurants
9/21/2018,1.99,online
3/25/2018,719.3,airfare
2/5/2018,85.26,travel_other
10/29/2018,5.86,amazon
7/16/2018,8.68,hotel
5/28/2018,59.08,wholesale_clubs
12/11/2018,1.92,online
3/13/2018,40.58,gas
8/5/2018,4.08,restaurants
3/19/2018,38.1,hotel
1/2/2018,886.84,travel_other
5/10/2018,37.34,online
9/28/2018,1.76,paypal
2/13/2018,97.98,gas
5/1/2018,20.25,miscellaneous
2/14/2018,646.63,paypal
2/10/2018,478.69,travel_other
11/2/2018,0.36,amazon
5/8/2018,5.48,departmental_store
10/29/2018,95.65,restaurants
10/3/2018,84.7,hotel
1/16/2018,471.34,supermarkets
10/21/2018,83,airfare
4/9/2018,14.02,paypal
4/16/2018,29.51,gas
1/10/2018,702.66,airfare
2/20/2018,88.68,departmental_store
4/22/2018,6.82,paypal
3/22/2018,72.95,groceries
6/1/2018,255.1,wholesale_clubs
8/26/2018,9.12,wholesale_clubs
9/2/2018,514.44,online
8/11/2018,8.12,departmental_store
11/26/2018,141.31,supermarkets
3/16/2018,21.24,airfare
6/3/2018,214.53,supermarkets
8/23/2018,53.33,airfare
5/19/2018,16.53,miscellaneous
7/4/2018,940.69,online
8/22/2018,8.37,wholesale_clubs
1/19/2018,0.63,supermarkets
3/14/2018,25.95,hotel
11/13/2018,432.24,restaurants
8/13/2018,7.47,hotel
10/3/2018,1.23,paypal
1/20/2018,6.4,miscellaneous
7/20/2018,77.79,miscellaneous
12/23/2018,1.17,amazon
3/8/2018,9.21,wholesale_clubs
7/9/2018,53.26,amazon
5/12/2018,54.7,departmental_store
7/15/2018,17.73,paypal
7/30/2018,98.75,supermarkets
10/22/2018,5.41,amazon
6/20/2018,5.56,departmental_store
4/15/2018,46.02,hotel
9/7/2018,5.81,travel_other
8/16/2018,993.82,restaurants
10/12/2018,601.25,airfare
1/28/2018,462.53,departmental_store
10/2/2018,125.33,travel_other
2/7/2018,7.28,gas
12/27/2018,14.32,restaurants
4/27/2018,3.66,hotel
9/21/2018,1.46,online
9/28/2018,546.96,amazon
11/22/2018,965.39,supermarkets
7/5/2018,69.23,amazon
6/5/2018,630.26,paypal
7/4/2018,20.93,airfare
11/4/2018,263.02,travel_other
5/24/2018,328.98,airfare
5/10/2018,74.14,wholesale_clubs
2/26/2018,9.01,wholesale_clubs
5/14/2018,54.65,paypal
8/16/2018,720.45,hotel
10/14/2018,3.91,paypal
3/8/2018,11.62,supermarkets
11/22/2018,693.23,gas
12/18/2018,10.14,groceries
2/25/2018,123.15,paypal
8/7/2018,48.76,supermarkets
5/30/2018,471.68,supermarkets
12/22/2018,63.75,hotel
8/23/2018,50.86,paypal
7/27/2018,30.31,supermarkets
6/2/2018,25.46,travel_other
1/7/2018,1.96,travel_other
7/8/2018,7.39,travel_other
1/22/2018,2.02,amazon
1/25/2018,147.22,hotel
9/22/2018,4.26,airfare
4/8/2018,89.59,airfare
7/17/2018,70.03,amazon
6/1/2018,912.93,wholesale_clubs
7/23/2018,54.99,airfare
8/27/2018,9.69,paypal
2/18/2018,9.74,amazon
1/14/2018,8.05,paypal
12/7/2018,41.85,online
5/29/2018,0.38,wholesale_clubs
7/30/2018,2.24,amazon
4/10/2018,30.22,paypal
12/22/2018,4.15,gas
11/9/2018,1.63,departmental_store
11/19/2018,866.3,online
10/11/2018,963.88,paypal
8/11/2018,39.85,travel_other
1/2/2018,4.06,groceries
7/20/2018,723.79,gas
8/22/2018,43.61,airfare
4/12/2018,30.26,hotel
4/26/2018,12.14,airfare
7/11/2018,26.06,travel_other
5/10/2018,210.81,gas
5/17/2018,16.12,miscellaneous
3/30/2018,570.19,airfare
1/16/2018,449.15,paypal
6/20/2018,9.92,gas
5/20/2018,8.59,hotel
2/23/2018,6.57,online
8/10/2018,5.73,groceries
8/13/2018,77.43,restaurants
6/18/2018,8.68,restaurants
4/22/2018,81.96,miscellaneous
7/19/2018,172.54,miscellaneous
6/14/2018,136.04,travel_other
8/10/2018,7.14,supermarkets
6/21/2018,8.8,restaurants
5/30/2018,547.03,miscellaneous
2/16/2018,206.22,wholesale_clubs
4/12/2018,9.24,airfare
11/29/2018,61.88,paypal
2/26/2018,44,groceries
2/12/2018,174.28,gas
8/25/2018,5.37,paypal
4/9/2018,48.38,miscellaneous
9/12/2018,529.52,airfare
11/19/2018,0.63,amazon
9/5/2018,27.37,amazon
2/14/2018,65.26,supermarkets
7/29/2018,4.45,gas
5/27/2018,181.09,supermarkets
3/23/2018,51.07,groceries
2/18/2018,4.72,departmental_store
4/17/2018,54.64,departmental_store
5/14/2018,201.44,wholesale_clubs
7/26/2018,9.69,amazon
2/15/2018,86.11,groceries
7/19/2018,668.34,hotel
2/1/2018,76.58,online
12/18/2018,115.74,amazon
6/12/2018,866.51,online
3/2/2018,7.93,amazon
10/18/2018,529.8,hotel
1/17/2018,91.13,amazon
2/19/2018,1.07,restaurants
3/7/2018,524.99,online
3/6/2018,42.62,wholesale_clubs
4/9/2018,12.6,miscellaneous
4/4/2018,2.77,departmental_store
5/19/2018,39.45,wholesale_clubs
6/17/2018,322.66,wholesale_clubs
3/14/2018,332.38,departmental_store
12/10/2018,457.55,hotel
8/17/2018,689.09,gas
8/17/2018,480.58,restaurants
9/6/2018,6.96,hotel
10/21/2018,9.85,paypal
2/8/2018,2.48,supermarkets
5/19/2018,807.4,travel_other
1/12/2018,429.79,wholesale_clubs
8/4/2018,73.76,travel_other
10/30/2018,90.65,restaurants
1/16/2018,228.86,departmental_store
7/4/2018,67.13,hotel
7/27/2018,12.43,travel_other
12/2/2018,0.48,supermarkets
10/27/2018,1.81,groceries
3/17/2018,67.1,restaurants
2/24/2018,4.11,wholesale_clubs
11/14/2018,79.4,amazon
6/19/2018,1,miscellaneous
7/11/2018,9.12,travel_other
11/17/2018,4.18,paypal
10/21/2018,673.6,wholesale_clubs
10/7/2018,1.66,restaurants
9/18/2018,57.06,miscellaneous
1/27/2018,376.73,amazon
4/26/2018,1.18,paypal
7/11/2018,313.69,groceries
8/16/2018,1.51,airfare
8/11/2018,72.75,groceries
2/5/2018,6.87,groceries
7/24/2018,24.46,travel_other
10/29/2018,871.16,departmental_store
5/13/2018,1.36,paypal
3/21/2018,271.78,departmental_store
10/2/2018,178.79,groceries
4/28/2018,893.67,supermarkets
8/4/2018,7.39,amazon
2/1/2018,3.06,amazon
4/1/2018,7,restaurants
7/10/2018,3.13,miscellaneous
10/6/2018,392.06,wholesale_clubs
6/20/2018,5.11,wholesale_clubs
4/18/2018,644.14,groceries
1/18/2018,5.01,paypal
12/4/2018,963.4,gas
1/29/2018,532.04,online
9/9/2018,310.41,amazon
5/22/2018,120.84,supermarkets
12/1/2018,7.89,travel_other
12/7/2018,9.66,amazon
4/16/2018,265.64,miscellaneous
1/29/2018,289.81,wholesale_clubs
11/29/2018,787.92,restaurants
2/24/2018,9.89,departmental_store
12/28/2018,4.21,supermarkets
5/3/2018,7.71,wholesale_clubs
11/13/2018,11.54,online
10/8/2018,143.33,wholesale_clubs
2/6/2018,49.38,groceries
2/21/2018,4.48,miscellaneous
7/2/2018,669.43,departmental_store
8/25/2018,7.09,travel_other
6/26/2018,72.7,departmental_store
3/24/2018,3.2,online
7/22/2018,44.51,online
6/22/2018,387.21,amazon
11/10/2018,1.68,groceries
6/28/2018,31.25,groceries
7/22/2018,9.42,hotel
11/6/2018,458.56,travel_other
8/7/2018,85.12,travel_other
5/28/2018,1.89,paypal
6/17/2018,2.62,miscellaneous
10/27/2018,32.26,gas
9/3/2018,707.79,groceries
3/1/2018,9.66,wholesale_clubs
3/27/2018,7.24,wholesale_clubs
6/20/2018,975.93,miscellaneous
4/4/2018,2.68,gas
9/2/2018,3.11,paypal
6/2/2018,0.38,supermarkets
4/3/2018,995.36,miscellaneous
3/27/2018,3.88,amazon
1/6/2018,99.1,restaurants
6/11/2018,8.58,supermarkets
6/26/2018,1.52,paypal
9/11/2018,1.37,gas
3/10/2018,14.48,groceries
12/19/2018,206.86,online
2/1/2018,935.45,wholesale_clubs
7/15/2018,39.49,miscellaneous
4/27/2018,62.71,departmental_store
8/29/2018,31.04,wholesale_clubs
1/14/2018,4.06,groceries
11/28/2018,7.07,departmental_store
10/21/2018,363.7,miscellaneous
5/9/2018,4.14,miscellaneous
6/22/2018,755.93,travel_other
6/13/2018,1.15,restaurants
7/14/2018,10.3,groceries
12/30/2018,677.22,miscellaneous
7/3/2018,810.49,online
9/4/2018,476.42,amazon
3/11/2018,10.11,departmental_store
2/7/2018,2.3,hotel
9/24/2018,0.45,hotel
3/26/2018,5.38,amazon
1/21/2018,85.49,supermarkets
5/19/2018,30.94,groceries
2/10/2018,60.88,restaurants
10/2/2018,43.74,travel_other
4/24/2018,8.36,online
12/27/2018,7.92,restaurants
8/24/2018,135.3,hotel
4/17/2018,2.81,airfare
4/27/2018,143.37,travel_other
7/16/2018,92.68,paypal
11/24/2018,51.74,wholesale_clubs
8/4/2018,25.21,airfare
4/13/2018,23.67,travel_other
1/13/2018,1.01,restaurants
6/3/2018,608.54,airfare
12/19/2018,896.51,online
1/19/2018,185.84,wholesale_clubs
10/27/2018,362.17,hotel
10/13/2018,55.53,online
7/9/2018,21.8,travel_other
8/4/2018,55.71,airfare
1/1/2018,671.75,groceries
1/29/2018,2.86,online
8/25/2018,924.6,gas
3/22/2018,546.71,hotel
11/7/2018,0.11,wholesale_clubs
10/15/2018,31.28,airfare
8/20/2018,790.51,groceries
4/16/2018,5.29,restaurants
10/11/2018,975.41,miscellaneous
11/5/2018,55.26,miscellaneous
9/11/2018,949.76,gas
2/3/2018,46.64,miscellaneous
11/5/2018,820.89,online
6/18/2018,90.49,online
9/18/2018,934.05,wholesale_clubs
12/8/2018,6.89,wholesale_clubs
11/22/2018,37.88,amazon
5/10/2018,6.34,online
12/24/2018,60.51,paypal
9/24/2018,966.51,departmental_store
5/28/2018,245.71,online
2/7/2018,64.31,travel_other
9/20/2018,9.5,online
11/29/2018,38.28,supermarkets
8/4/2018,7.83,miscellaneous
2/24/2018,97.15,miscellaneous
1/17/2018,5.07,hotel
1/20/2018,7.48,hotel
4/27/2018,8.85,airfare
5/7/2018,878.4,online
10/18/2018,113.96,groceries
3/23/2018,7.75,restaurants
10/8/2018,20.52,wholesale_clubs
1/28/2018,81.12,restaurants
8/28/2018,342.47,miscellaneous
5/20/2018,8.42,gas
4/14/2018,5.01,travel_other
5/8/2018,605.99,paypal
4/11/2018,56.43,amazon
4/20/2018,394.69,wholesale_clubs
11/19/2018,9.09,airfare
12/19/2018,6.91,amazon
2/17/2018,9.16,airfare
1/3/2018,71.68,hotel
12/4/2018,22.57,paypal
12/11/2018,4.83,hotel
6/23/2018,2.03,miscellaneous
5/10/2018,55.03,hotel
12/20/2018,573.18,departmental_store
1/5/2018,754.87,groceries
3/7/2018,2.61,wholesale_clubs
12/27/2018,6.16,paypal
3/9/2018,419.18,supermarkets
7/13/2018,62.77,miscellaneous
7/30/2018,51.53,restaurants
11/16/2018,6.99,supermarkets
11/22/2018,97.81,gas
8/9/2018,4.4,amazon
9/29/2018,2.66,hotel
10/19/2018,4.98,travel_other
5/30/2018,5.43,restaurants
6/4/2018,7.75,wholesale_clubs
9/4/2018,99.38,online
8/4/2018,9.98,miscellaneous
2/8/2018,24.54,amazon
9/16/2018,26.75,hotel
7/4/2018,362.79,restaurants
4/16/2018,519.36,supermarkets
9/3/2018,155.62,hotel
7/16/2018,14.84,paypal
11/13/2018,83.26,amazon
5/14/2018,91.25,gas
12/11/2018,800.64,amazon
1/20/2018,3.55,wholesale_clubs
5/29/2018,7.83,miscellaneous
3/13/2018,8.27,departmental_store
1/3/2018,28.34,gas
6/13/2018,649.71,amazon
4/7/2018,356.98,supermarkets
9/3/2018,139.64,departmental_store
12/8/2018,8.76,groceries
11/15/2018,1.77,miscellaneous
6/23/2018,104.53,paypal
5/3/2018,0.54,airfare
7/16/2018,39.34,airfare
4/17/2018,361.89,groceries
8/19/2018,2.24,gas
9/10/2018,810.48,supermarkets
7/25/2018,21.18,restaurants
1/29/2018,3.8,restaurants
2/19/2018,173.95,paypal
7/5/2018,5.74,gas
11/5/2018,870.77,amazon
11/7/2018,87.28,amazon
2/23/2018,764.61,supermarkets
2/20/2018,217.4,supermarkets
10/18/2018,0.95,paypal
10/19/2018,10.87,hotel
8/20/2018,5.05,restaurants
5/29/2018,790.71,travel_other
3/18/2018,4.71,restaurants
10/30/2018,3.22,supermarkets
2/17/2018,5.46,gas
7/22/2018,5.73,departmental_store
4/15/2018,8.51,travel_other
6/10/2018,9.26,amazon
10/21/2018,44.14,restaurants
8/26/2018,863.42,groceries
10/14/2018,683.62,hotel
8/16/2018,226.58,departmental_store
8/10/2018,8.53,online
5/11/2018,847.16,hotel
5/15/2018,25.02,wholesale_clubs
10/12/2018,185.85,gas
8/5/2018,649.44,wholesale_clubs
3/17/2018,469.95,online
1/5/2018,13.73,online
4/2/2018,2.06,supermarkets
4/10/2018,7.16,paypal
8/30/2018,1.02,paypal
9/17/2018,9.89,airfare
7/29/2018,0.71,online
2/22/2018,730.37,travel_other
10/3/2018,8.31,airfare
1/10/2018,260.39,online
5/17/2018,397.47,airfare
4/27/2018,99.33,departmental_store
11/25/2018,699.65,airfare
8/28/2018,769.41,paypal
6/20/2018,4.63,miscellaneous
1/22/2018,1.44,paypal
9/8/2018,6.96,supermarkets
1/9/2018,33.23,paypal
9/16/2018,957.48,hotel
1/25/2018,6.07,travel_other
9/25/2018,5.73,supermarkets
9/15/2018,3.46,gas
7/27/2018,97.96,online
7/7/2018,49.69,hotel
12/1/2018,76.04,supermarkets
4/25/2018,915.35,departmental_store
9/14/2018,953.95,amazon
3/12/2018,181.67,restaurants
6/15/2018,6.63,wholesale_clubs
10/30/2018,9.53,hotel
1/3/2018,36.7,airfare
9/20/2018,5.07,paypal
9/23/2018,76.91,restaurants
5/10/2018,805.67,supermarkets
10/25/2018,6.86,wholesale_clubs
2/11/2018,12.29,wholesale_clubs
1/22/2018,81.25,gas
6/12/2018,31.67,restaurants
5/1/2018,724.94,online
8/13/2018,6.21,wholesale_clubs
8/27/2018,8.76,online
2/9/2018,373.33,groceries
6/17/2018,26.02,travel_other
7/5/2018,795.34,gas
8/5/2018,7.78,departmental_store
10/3/2018,63.55,departmental_store
3/6/2018,5.7,paypal
10/24/2018,801.96,restaurants
9/16/2018,831.79,supermarkets
3/7/2018,2.74,hotel
7/6/2018,548.33,groceries
2/7/2018,3.65,hotel
5/7/2018,814.68,gas
11/21/2018,9.23,paypal
1/26/2018,26.74,supermarkets
4/6/2018,7.79,wholesale_clubs
5/15/2018,71.32,gas
12/27/2018,8.05,restaurants
4/2/2018,82.73,airfare
7/13/2018,2.07,hotel
9/21/2018,1.81,travel_other
8/6/2018,817.94,groceries
11/24/2018,6.12,online
12/27/2018,1.15,online
11/2/2018,39.7,airfare
1/14/2018,6.36,restaurants
11/1/2018,690.78,groceries
4/20/2018,895.89,supermarkets
3/29/2018,0.48,hotel
11/25/2018,787.77,hotel
6/3/2018,7.59,wholesale_clubs
9/23/2018,80.29,departmental_store
3/27/2018,0.91,hotel
5/11/2018,58.02,groceries
7/10/2018,73.95,paypal
4/11/2018,9.22,amazon
4/19/2018,2.9,online
7/8/2018,5.03,restaurants
5/2/2018,700.59,online
4/29/2018,7.09,travel_other
3/30/2018,994.2,restaurants
9/25/2018,284.38,amazon
4/21/2018,453.9,online
2/22/2018,350.64,paypal
9/12/2018,9.62,restaurants
12/8/2018,45,groceries
5/8/2018,20.18,online
9/9/2018,58.12,hotel
1/24/2018,428.26,gas
12/9/2018,6.19,departmental_store
3/7/2018,585.53,gas
12/23/2018,3.92,travel_other
2/3/2018,943.5,hotel
4/24/2018,87.08,groceries
3/15/2018,5.46,groceries
7/23/2018,3,airfare
12/25/2018,951.67,paypal
5/29/2018,26.07,departmental_store
4/3/2018,27.82,airfare
10/1/2018,9.05,groceries
1/25/2018,85.1,airfare
5/10/2018,660.85,departmental_store
12/4/2018,3.76,paypal
10/5/2018,0.99,amazon
12/5/2018,28,amazon
3/14/2018,817.15,departmental_store
11/28/2018,3.92,supermarkets
8/17/2018,956.08,travel_other
5/20/2018,0.25,groceries
6/24/2018,77.83,groceries
4/3/2018,491.83,groceries
4/9/2018,1.57,groceries
1/5/2018,89.15,supermarkets
10/25/2018,13.38,groceries
3/11/2018,1.96,online
7/20/2018,2.08,restaurants
2/21/2018,65.65,groceries
4/10/2018,0.52,gas
11/5/2018,4.88,hotel
11/8/2018,4.45,travel_other
10/15/2018,4.47,supermarkets
11/5/2018,451.34,travel_other
1/27/2018,443.87,supermarkets
3/11/2018,98.32,restaurants
1/13/2018,7.4,online
2/16/2018,23.26,gas
7/15/2018,515.01,groceries
12/26/2018,928.92,hotel
10/10/2018,5.09,supermarkets
1/15/2018,81.32,travel_other
8/25/2018,4.85,hotel
10/17/2018,74.08,groceries
1/6/2018,185.71,online
2/6/2018,0.94,travel_other
6/17/2018,6.04,groceries
11/2/2018,66.02,departmental_store
5/7/2018,8.67,groceries
4/11/2018,9.52,online
6/27/2018,848.9,groceries
7/9/2018,1.4,miscellaneous
10/17/2018,6.83,wholesale_clubs
7/28/2018,99.51,restaurants
9/2/2018,52.01,restaurants
12/17/2018,8.22,amazon
10/29/2018,7.58,hotel
10/14/2018,76.49,hotel
2/24/2018,3.35,restaurants
9/17/2018,88.24,restaurants
6/13/2018,95.28,departmental_store
7/1/2018,8.56,airfare
9/19/2018,77.14,departmental_store
2/9/2018,199.53,groceries
7/20/2018,205.07,wholesale_clubs
7/12/2018,6.86,departmental_store
2/14/2018,0.16,amazon
10/1/2018,641.39,groceries
11/24/2018,6.64,travel_other
3/7/2018,8.47,departmental_store
10/28/2018,25.37,groceries
9/4/2018,7.69,paypal
1/3/2018,7.47,online
11/22/2018,62.91,hotel
11/12/2018,9.39,departmental_store
4/3/2018,6.13,departmental_store
1/1/2018,70.68,wholesale_clubs
11/3/2018,96.77,travel_other
3/12/2018,2.72,departmental_store
11/28/2018,7.45,supermarkets
9/10/2018,87.53,restaurants
3/9/2018,59.37,hotel
9/15/2018,5.27,hotel
3/2/2018,711.42,amazon
4/5/2018,8.38,hotel
2/3/2018,9.84,airfare
1/18/2018,5.72,restaurants
9/21/2018,743.45,miscellaneous
3/6/2018,41.37,hotel
4/11/2018,31.05,travel_other
11/15/2018,1.74,miscellaneous
3/27/2018,8.05,groceries
4/1/2018,50.31,amazon
4/23/2018,792.18,online
2/20/2018,134.36,gas
4/21/2018,4.37,paypal
11/23/2018,391.48,supermarkets
4/5/2018,1.38,groceries
9/11/2018,53.03,airfare
6/27/2018,8.39,gas
4/27/2018,0.5,airfare
11/9/2018,592.39,wholesale_clubs
10/3/2018,91.2,airfare
5/14/2018,948.7,departmental_store
7/21/2018,72.1,travel_other
3/15/2018,6.16,paypal
7/2/2018,3.03,amazon
4/24/2018,81.74,hotel
1/18/2018,27.98,hotel
1/1/2018,0.82,airfare
6/7/2018,454.59,amazon
10/16/2018,2.5,miscellaneous
12/15/2018,819.25,gas
3/7/2018,45.47,hotel
5/4/2018,837.73,supermarkets
7/14/2018,86.95,travel_other
11/25/2018,14.96,paypal
2/23/2018,89.39,supermarkets
8/12/2018,345.93,travel_other
12/22/2018,52.16,paypal
5/17/2018,42.03,departmental_store
12/26/2018,2.2,restaurants
2/4/2018,599.16,wholesale_clubs
9/10/2018,500.89,miscellaneous
1/27/2018,9.21,departmental_store
9/28/2018,27.82,airfare
1/5/2018,27.87,online
2/1/2018,6.5,travel_other
3/20/2018,6.26,groceries
12/1/2018,0.57,online
2/2/2018,563.58,restaurants
4/9/2018,0.89,supermarkets
11/10/2018,50.54,paypal
11/27/2018,5.95,gas
8/1/2018,234.24,amazon
5/19/2018,632.42,restaurants
3/19/2018,74.75,gas
7/6/2018,4.02,online
5/13/2018,3.93,supermarkets
4/4/2018,6.76,gas
2/18/2018,978.96,amazon
9/8/2018,88.61,groceries
11/7/2018,84.58,paypal
8/9/2018,395.74,departmental_store
9/8/2018,1.24,hotel
6/17/2018,11.11,hotel
9/13/2018,28.05,restaurants
12/1/2018,449.18,hotel
4/20/2018,2.42,gas
11/3/2018,55.35,airfare
11/14/2018,369.15,online
5/25/2018,7.8,paypal
4/27/2018,15.27,supermarkets
10/24/2018,1.52,gas
6/15/2018,543.15,online
10/22/2018,9.7,groceries
7/21/2018,0.73,amazon
1/13/2018,199.51,groceries
5/13/2018,89.7,supermarkets
9/9/2018,49.24,travel_other
11/3/2018,306.99,hotel
11/23/2018,599.36,wholesale_clubs
3/10/2018,503.62,restaurants
2/16/2018,57.72,groceries
2/22/2018,528.68,restaurants
4/16/2018,50.14,gas
3/12/2018,6.75,miscellaneous
10/27/2018,78.62,hotel
8/3/2018,73.3,restaurants
1/29/2018,444.39,supermarkets
10/20/2018,0.59,paypal
1/13/2018,916.4,restaurants
5/2/2018,261.82,paypal
10/12/2018,729.73,amazon
9/4/2018,616.31,amazon
2/17/2018,3.68,amazon
3/21/2018,750.1,departmental_store
7/26/2018,67.99,paypal
12/25/2018,2.82,airfare
2/16/2018,63.08,gas
9/16/2018,2,paypal
10/16/2018,1.98,miscellaneous
12/21/2018,78.23,amazon
2/10/2018,432.18,online
10/11/2018,4.27,departmental_store
4/24/2018,2.75,wholesale_clubs
4/9/2018,8.38,travel_other
1/7/2018,85.49,wholesale_clubs
12/25/2018,468.68,wholesale_clubs
10/22/2018,2.46,departmental_store
4/2/2018,0.87,hotel
10/18/2018,3.61,restaurants
2/21/2018,3.5,amazon
9/10/2018,69.56,paypal
1/11/2018,478.16,wholesale_clubs
1/17/2018,73.05,miscellaneous
11/8/2018,71.03,restaurants
3/27/2018,7.3,restaurants
4/11/2018,3.39,miscellaneous
6/9/2018,5.29,supermarkets
9/23/2018,180.54,gas
4/11/2018,37.53,departmental_store
1/30/2018,2.46,departmental_store
11/25/2018,0.79,gas
12/7/2018,31.37,travel_other
2/25/2018,238.65,online
6/24/2018,34.44,paypal
6/4/2018,78.54,hotel
5/24/2018,282.34,departmental_store
3/15/2018,0.78,online
6/18/2018,6.32,departmental_store
9/18/2018,33.77,travel_other
5/19/2018,3.3,supermarkets
9/20/2018,341.63,hotel
5/21/2018,211.77,restaurants
9/10/2018,36.29,departmental_store
9/29/2018,4.94,groceries
3/20/2018,567.78,wholesale_clubs
6/5/2018,676.48,paypal
4/18/2018,22.68,paypal
6/29/2018,16.3,departmental_store
7/16/2018,49.19,miscellaneous
2/16/2018,44.69,airfare
9/28/2018,26.77,travel_other
1/28/2018,0.69,wholesale_clubs
3/14/2018,104.75,groceries
12/12/2018,53.63,miscellaneous
10/30/2018,24.2,travel_other
6/17/2018,60.34,gas
6/21/2018,0.48,departmental_store
12/17/2018,591.61,restaurants
11/15/2018,39.7,hotel
4/5/2018,5.59,wholesale_clubs
5/2/2018,3.22,groceries
12/6/2018,121.72,groceries
2/14/2018,1.5,departmental_store
12/22/2018,0.32,groceries
4/24/2018,1.55,gas
4/27/2018,5.06,airfare
8/23/2018,25.2,hotel
5/21/2018,378.46,amazon
11/6/2018,83.62,amazon
2/23/2018,557.05,hotel
4/14/2018,25.26,groceries
11/20/2018,73.19,groceries
12/16/2018,77.86,online
7/30/2018,650.14,hotel
1/20/2018,47.91,miscellaneous
10/9/2018,3.01,gas
2/27/2018,2.77,online
10/12/2018,1.03,travel_other
1/9/2018,21.47,supermarkets
5/28/2018,340.97,amazon
11/25/2018,688.09,hotel
4/18/2018,1.34,departmental_store
12/18/2018,6.35,hotel
11/29/2018,14.07,gas
9/21/2018,8.99,travel_other
2/5/2018,3.72,gas
11/1/2018,467.41,miscellaneous
10/30/2018,239.22,supermarkets
2/11/2018,0.34,departmental_store
6/4/2018,658.37,wholesale_clubs
11/25/2018,4.03,miscellaneous
12/2/2018,62.27,supermarkets
8/19/2018,8.08,wholesale_clubs
7/29/2018,6.59,airfare
6/10/2018,699.64,travel_other
1/27/2018,68.3,wholesale_clubs
3/6/2018,0.83,wholesale_clubs
11/17/2018,646.49,hotel
5/30/2018,0.86,paypal
8/22/2018,1.37,airfare
12/17/2018,75.08,restaurants
6/6/2018,1.19,groceries
10/5/2018,60.41,travel_other
2/12/2018,41.41,groceries
12/1/2018,742.21,hotel
1/5/2018,9.03,airfare
1/6/2018,261.09,amazon
12/6/2018,6.72,supermarkets
10/3/2018,403.4,amazon
8/12/2018,289.4,wholesale_clubs
4/24/2018,9.07,groceries
